alert_id,detected_timestamp,resolved_timestamp,hostname,user_id,endpoint_product,alert_name,severity,status,description,file_path,process_name,sha256,assigned_to,device_criticality,severity_rank,resolution_duration_hours
EPA00002474,2026-08-27 01:59:45,2026-08-28 10:59:45,LPT-11048,EMP11048,McAfee,suspicious_powershell,Critical,Unassigned,Threat detected after file download from external website.,C:\Users\user\AppData\Local\Temp\cache.bin,winword.exe,5bbd1b3c89fc049cbf53937c4b281caf9f0d512759ba66e1dbb969742f0041d6,soc.analyst1,Medium,4,33.0
EPA00004654,2026-09-02 22:14:42,2026-09-06 00:00:00,LPT-11522,EMP11522,Defender,USB device blocked,Medium,False Positive,Endpoint protection detected suspicious activity on host.,C:\Users\Public\Downloads\invoice.exe,chrome.exe,6a0de75e8726f4949490343c603c0d32c922a10c6dadb366fa00f8b54f24ac3d,Unknown,High,2,73.76
EPA00007814,2026-08-24 09:03:41,2026-08-27 20:03:41,VDR-11404,EMP11404,Windows Defender,ransomware_behavior,High,In Progress,Malicious file blocked. User notified. Need validation.,C:\ProgramData\svc\agent.dll,winword.exe,Unknown,admin,Medium,3,83.0
EPA00001200,2026-09-02 10:34:27,2026-09-04 20:34:00,LPT-12636,EMP12636,Defender,Trojan:Win32,Medium,Investigating,Malicious file blocked. User notified. Need validation.,C:\Windows\System32\drivers\etc\hosts,Unknown,f3cb5dbf9b93423547700953254da968b998520af7527acedc0f7047cb380891,admin,Critical,2,57.99
EPA00001865,2026-08-03 00:00:00,2026-08-08 03:10:40,LPT-11239,EMP11239,Kaspersky,MALWARE_DETECTED,Low,Closed,Alert generated from heuristic engine. Possible false positive.,Unknown,cmd.exe,Unknown,admin,Medium,1,123.18
EPA00003746,2026-08-26 00:40:12,Unknown,Unknown,EMP10899,McAfee,Malware detected,High,Open,Endpoint agent blocked execution. Review required.,C:\Users\user\Desktop\salary.xlsx,winword.exe,Unknown,unassigned,Low,3,62.99
EPA00002749,2026-08-23 00:00:00,2026-08-23 20:40:40,WS-10000,EMP10000,CrowdStrike,USB device blocked,Medium,Closed,Alert generated from heuristic engine. Possible false positive.,C:\Users\user\Desktop\salary.xlsx,msedge.exe,aa315109922aa2dd6d59a472c4a6425ba7009bea635f628e8ea054cbe53aff1e,admin,Low,2,20.68
EPA00003972,2026-09-07 00:16:04,Unknown,WS-12234,EMP12234,SentinelOne,suspicious_powershell,Critical,Investigating,Alert generated from heuristic engine. Possible false positive.,C:\Users\user\Desktop\salary.xlsx,unknown,Unknown,Unknown,Medium,4,62.99
EPA00007476,2026-08-04 03:31:01,2026-08-07 10:31:01,LPT-11432,EMP11432,McAfee,Trojan:Win32,High,New,Malicious file blocked. User notified. Need validation.,E:\Backup\data.rar,Unknown,f4e8c5e3d6a1f3d1ec8a83dc8cb0c59b745c18bce39f4af6fe28ad404b338a89,Unknown,High,3,79.0
EPA00005082,2026-08-21 00:00:00,2026-08-19 00:00:00,WS-12050,EMP12050,SentinelOne,Keylogger suspected,Low,Resolved,Endpoint agent blocked execution. Review required.,Unknown,explorer.exe,Unknown,Unknown,Low,1,62.99
EPA00003480,2026-08-07 00:00:00,2026-08-07 00:00:00,LPT-10685,EMP10685,Carbon Black,Phishing URL blocked,Medium,False Positive,Threat detected after file download from external website.,C:\Users\user\AppData\Local\Temp\cache.bin,explorer.exe,535dcd429f75f4e72ff55b0dcf34d3e7bf8d119cedfc870a636c7a26e41cacd6,Unknown,Medium,2,0.0
EPA00001512,2026-08-19 00:00:00,2026-08-23 15:28:16,VDR-11152,EMP11152,Quick Heal,Credential dumping attempt,Medium,In Progress,Multiple failed attempts to disable security agent.,Unknown,explorer.exe,118805835529fe3176530ce75f4567f4c10d7b35d61b5f1bc0645d8cb13dd97f,soc.analyst2,Low,2,111.47
EPA00001836,2026-08-10 06:22:23,Unknown,VDR-11912,EMP11912,SYMANTEC,USB device blocked,Low,Open,Threat detected after file download from external website.,C:\Users\Public\Downloads\invoice.exe,cmd.exe,2f172422693c2b38b0518083cbf9ffef14f870056777d89968205da655b8ab55,Unknown,Medium,1,62.99
EPA00006308,2026-08-06 02:49:00,2026-08-07 23:49:00,WS-10620,EMP10620,SentinelOne,Phishing URL blocked,Medium,Investigating,Endpoint agent blocked execution. Review required.,C:\Users\user\AppData\Local\Temp\cache.bin,Unknown,7853cb210c07d2495e200e1605f1f9779bc2c4913dfded0d587b5488047d5eed,incident.team,High,2,45.0
EPA00001935,2026-08-06 00:00:00,2026-08-09 16:49:00,Unknown,EMP10771,Quick Heal,MALWARE_DETECTED,High,Closed,Threat detected after file download from external website.,C:\Windows\Temp\update.tmp,chrome.exe,d3fd3feef19ccaad47da7025aba9c01897b49bf843d561bacb76ced8ab3c904d,Unknown,Low,3,88.82
EPA00001003,Unknown,Unknown,VDR-10598,EMP10598,Kaspersky,Malware detected,High,Resolved,Threat detected after file download from external website.,Unknown,msedge.exe,Unknown,unassigned,Critical,3,62.99
EPA00005649,2026-09-08 11:51:00,2026-09-10 20:51:44,WS-11051,EMP11051,SentinelOne,Suspicious PowerShell Execution,Medium,In Progress,Alert triggered by abnormal network connection.,C:\Users\Public\Downloads\invoice.exe,unknown,Unknown,Unknown,Critical,2,57.01
EPA00000182,2026-08-29 09:50:50,Unknown,VDR-11787,EMP11787,Quick Heal,suspicious_powershell,Low,Open,User reported machine slowdown after popup. AV alert generated.,C:\Users\Public\Downloads\invoice.exe,python.exe,Unknown,soc.analyst2,Low,1,62.99
EPA00004450,2026-08-02 18:31:35,2026-08-06 04:31:35,WS-11959,EMP11959,SYMANTEC,MALWARE_DETECTED,Low,New,Process attempted to access sensitive directory.,Unknown,explorer.exe,bb5384973de2bd9d517b820ab7579403faa77549e66a6d49d7e7d4cc7f29b6bf,Unknown,Low,1,82.0
EPA00000909,2026-08-12 22:19:47,Unknown,LPT-12534,EMP12534,Windows Defender,MALWARE_DETECTED,Medium,Unassigned,Malicious file blocked. User notified. Need validation.,C:\Users\user\Desktop\salary.xlsx,msedge.exe,b16d110164867146714a0c03a1a07d6bbe47ce3f1afa8dafd7c80431dcc21eb7,incident.team,High,2,62.99
EPA00007709,2026-09-01 12:37:00,2026-09-01 20:37:29,LPT-10311,EMP10311,Windows Defender,Keylogger suspected,Medium,False Positive,Endpoint agent blocked execution. Review required.,Unknown,unknown,1cf0bf7193b01991e58c8a8d59cdb37d552177a5cd2f169b7df1ff79ebddb180,admin,Critical,2,8.01
EPA00004553,Unknown,Unknown,Unknown,EMP10330,Kaspersky,ransomware_behavior,Low,New,Process attempted to access sensitive directory.,D:\Projects\scripts\cleanup.ps1,msedge.exe,Unknown,Unknown,Unknown,1,62.99
EPA00003401,Unknown,2026-08-05 00:00:00,Unknown,EMP11412,Defender,Browser hijack attempt,Medium,In Progress,Endpoint protection detected suspicious activity on host.,C:\ProgramData\svc\agent.dll,python.exe,Unknown,Unknown,High,2,62.99
EPA00002465,2026-08-31 02:27:00,2026-09-02 23:27:00,LPT-12540,EMP12540,McAfee,Credential dumping attempt,Low,In Progress,Alert generated from heuristic engine. Possible false positive.,Unknown,chrome.exe,Unknown,Unknown,High,1,69.0
EPA00006448,2026-08-17 14:28:59,2026-08-20 11:28:00,WS-10419,EMP10419,McAfee,MALWARE_DETECTED,Medium,Open,Threat detected after file download from external website.,Unknown,python.exe,62235ec1e84b7d4d361a69db04924780134c22f88533f18dce3f5719de7e23b1,Unknown,High,2,68.98
EPA00003413,2026-08-17 00:00:00,Unknown,VDR-10438,EMP10438,SentinelOne,Suspicious PowerShell Execution,Medium,False Positive,Process attempted to access sensitive directory.,Unknown,powershell.exe,d88088f18a4cacd70a94b4e9267b0c1228b13283b5558041da8848ab549e922b,admin,Critical,2,62.99
EPA00007799,2026-08-22 06:27:12,2026-08-22 23:27:00,WS-10417,EMP10417,Defender,suspicious_powershell,Low,Closed,Malicious file blocked. User notified. Need validation.,C:\Windows\Temp\update.tmp,unknown,062ac38fdde2ef683daa4d1ae975f670cdbfd8b1624e827a8eae8b363e57f54f,soc.analyst1,High,1,17.0
EPA00007308,2026-08-17 22:06:00,2026-08-21 05:06:00,LPT-10104,EMP10104,Windows Defender,ransomware_behavior,Critical,In Progress,Threat detected after file download from external website.,C:\ProgramData\svc\agent.dll,cmd.exe,55f321bb19391251a7bd3866d863b428c9fd58c1a35edbb80e0ca4e36a562c37,Unknown,Unknown,4,79.0
EPA00006608,2026-08-05 08:17:57,2026-08-06 08:17:57,LPT-10104,EMP10104,Defender,Lateral movement detected,Low,New,Alert generated from heuristic engine. Possible false positive.,C:\Users\user\AppData\Local\Temp\cache.bin,powershell.exe,9d1be06b2345779e03d5b7f8b960dd7057b20ef3a79bd023d574bac0f4ce75fd,soc.analyst2,Low,1,24.0
EPA00006688,2026-08-25 19:31:34,2026-08-23 00:00:00,VDR-10555,EMP10555,Carbon Black,Ransomware Activity,High,Resolved,Endpoint agent blocked execution. Review required.,E:\Backup\data.rar,excel.exe,72dd99c678258e430019456b07d6f2afd34387ecedb5779198dd0ff28ed9b78f,Unknown,Critical,3,62.99
EPA00005724,2026-08-17 20:21:00,2026-08-19 18:21:24,VDR-12388,EMP12388,Carbon Black,Phishing URL blocked,Critical,New,Alert generated from heuristic engine. Possible false positive.,C:\Users\user\AppData\Local\Temp\cache.bin,chrome.exe,cb3187e6776dc744f8433d1924c69d1de11e6274db5f958d603a4ae80627374f,soc.analyst2,Medium,4,46.01
EPA00007682,2026-08-18 16:24:43,2026-08-19 08:24:43,WS-10032,EMP10032,SYMANTEC,Suspicious PowerShell Execution,High,Resolved,Alert generated from heuristic engine. Possible false positive.,C:\Windows\System32\drivers\etc\hosts,explorer.exe,Unknown,Unknown,Medium,3,16.0
EPA00002723,2026-09-06 09:17:04,2026-09-08 23:17:04,Unknown,EMP12662,Defender,Keylogger suspected,Medium,In Progress,Threat detected after file download from external website.,D:\Projects\scripts\cleanup.ps1,chrome.exe,8ae2026f4c94dbaba7564d07bc87480d3760294623274d99000b549a6b6ed5b1,unassigned,High,2,62.0
EPA00000042,2026-08-05 04:59:55,Unknown,LPT-12070,EMP12070,Kaspersky,Phishing URL blocked,Low,Resolved,Multiple failed attempts to disable security agent.,C:\Windows\Temp\update.tmp,unknown,cc3a12c352187e038c614f0137a22316018b4f3a0d8b5bc8e8cc7e2b61994793,unassigned,Low,1,62.99
EPA00005034,Unknown,2026-09-07 22:45:25,LPT-11173,EMP11173,Windows Defender,Lateral movement detected,Low,Unassigned,Process attempted to access sensitive directory.,Unknown,cmd.exe,Unknown,incident.team,Unknown,1,62.99
EPA00005608,2026-08-17 03:05:04,2026-08-18 00:00:00,LPT-11054,EMP11054,Carbon Black,Unauthorized USB,Medium,Unassigned,Endpoint protection detected suspicious activity on host.,Unknown,powershell.exe,Unknown,Unknown,Unknown,2,20.92
EPA00004903,Unknown,2026-08-12 01:37:02,LPT-11807,EMP11807,Defender,Unusual admin share access,Low,False Positive,User reported machine slowdown after popup. AV alert generated.,C:\Windows\System32\drivers\etc\hosts,Unknown,Unknown,Unknown,Unknown,1,62.99
EPA00002209,2026-08-19 10:09:15,2026-08-21 07:09:00,VDR-12020,EMP12020,Windows Defender,MALWARE_DETECTED,Medium,In Progress,Endpoint agent blocked execution. Review required.,Unknown,winword.exe,fc900cd143520da4b8b40aef3a3c6b2709ef66839398665ded1ac1257bdcd5e1,Unknown,Unknown,2,45.0
EPA00000218,2026-08-12 00:00:00,Unknown,WS-10973,EMP10973,Quick Heal,Browser hijack attempt,High,Closed,Alert generated from heuristic engine. Possible false positive.,C:\Users\user\AppData\Local\Temp\cache.bin,winword.exe,353ff9f3faa26d85f48a52a5ed75bc567a7c81f69ff0cc8a60dfad06aa82de4e,admin,Medium,3,62.99
EPA00000186,2026-09-05 02:37:40,2026-09-09 00:00:00,LPT-11212,EMP11212,Defender,Unusual admin share access,Critical,False Positive,Alert generated from heuristic engine. Possible false positive.,Unknown,msedge.exe,e9e3642ff51337ad663463721dcaa66d90aaa89249b34b0f6679f2f1836d7e57,admin,Low,4,93.37
EPA00006170,2026-09-09 19:03:13,2026-09-13 22:03:13,LPT-10668,EMP10668,SentinelOne,Browser hijack attempt,Low,New,User reported machine slowdown after popup. AV alert generated.,C:\Windows\System32\drivers\etc\hosts,excel.exe,961442b4e14a5d26364b6520df68cb19bc74b6666fc8f3a47bdf35da41152b01,unassigned,High,1,99.0
EPA00002779,Unknown,2026-09-04 16:11:25,VDR-10108,EMP10108,SYMANTEC,Unauthorized USB,Critical,New,Suspicious script execution observed. Logs attached.,E:\Backup\data.rar,python.exe,Unknown,Unknown,Low,4,62.99
EPA00005634,2026-08-23 00:00:00,2026-08-25 00:07:48,VDR-12251,EMP12251,Defender,Trojan:Win32,High,New,Process attempted to access sensitive directory.,C:\Windows\Temp\update.tmp,Unknown,56680abe71ba3f285e6b20d9f973f220c5a2c060f28c8762d2f045e771cad4ff,admin,Unknown,3,48.13
EPA00000436,2026-08-24 18:01:37,Unknown,LPT-10212,EMP10212,Carbon Black,Keylogger suspected,Medium,Open,Threat detected after file download from external website.,C:\Users\user\AppData\Local\Temp\cache.bin,Unknown,73e67c5106816a52defcd7a8599252d0a0a8a82d7cff462bd094d5a88a184011,admin,Medium,2,62.99
EPA00001657,2026-08-01 00:00:00,Unknown,Unknown,EMP11643,SYMANTEC,Lateral movement detected,Low,Closed,Suspicious script execution observed. Logs attached.,C:\Windows\Temp\update.tmp,cmd.exe,Unknown,incident.team,Low,1,62.99
EPA00006172,Unknown,Unknown,LPT-11862,EMP11862,Defender,Ransomware Activity,High,In Progress,Alert triggered by abnormal network connection.,C:\Users\user\AppData\Local\Temp\cache.bin,unknown,Unknown,Unknown,Low,3,62.99
EPA00000684,Unknown,2026-08-05 00:00:00,LPT-11826,EMP11826,Carbon Black,ransomware_behavior,High,Open,Multiple failed attempts to disable security agent.,C:\Windows\System32\drivers\etc\hosts,powershell.exe,c6e542497b7b016ed6d93bc6b35c8df0ccff4df9348c371d84ebb269f0297c7d,unassigned,Medium,3,62.99
EPA00006426,2026-09-04 00:00:00,2026-09-05 18:48:48,WS-11550,EMP11550,Quick Heal,Ransomware Activity,Medium,Open,Alert triggered by abnormal network connection.,D:\Projects\scripts\cleanup.ps1,Unknown,03ce96fa4354ee554dd9748de0c3f4cc7cdba2cdf19a409dcdc2c1b69b5ba7aa,unassigned,High,2,42.81
EPA00002996,2026-08-31 04:19:28,2026-08-30 08:19:28,VDR-12156,EMP12156,Kaspersky,Unauthorized USB,Medium,Open,Endpoint agent blocked execution. Review required.,E:\Backup\data.rar,Unknown,37cc85710e4d95d7f6f340981d6f268575345360d5272c69e64671db86630c24,Unknown,Critical,2,62.99
EPA00000088,2026-08-28 22:23:23,2026-08-30 06:23:23,LPT-10769,EMP10769,Windows Defender,USB device blocked,Critical,Open,Suspicious script execution observed. Logs attached.,C:\Windows\System32\drivers\etc\hosts,Unknown,bdc677479c57e46a4213a2b78269992e187435af10a3b1bc29b64972fa4b3e01,unassigned,Medium,4,32.0
EPA00003017,Unknown,2026-09-04 05:55:52,VDR-10499,EMP10499,Carbon Black,Browser hijack attempt,High,Investigating,Malicious file blocked. User notified. Need validation.,Unknown,cmd.exe,a19e938d69078d7e3a8636cc00a478791b311d6d5d6308d27fc1221916b1f776,soc.analyst1,Medium,3,62.99
EPA00005156,2026-08-27 01:54:00,2026-08-26 22:54:20,WS-11323,EMP11323,CrowdStrike,Suspicious PowerShell Execution,High,Open,Process attempted to access sensitive directory.,C:\Users\Public\Downloads\invoice.exe,powershell.exe,Unknown,admin,High,3,62.99
EPA00001245,2026-08-29 16:43:00,2026-08-29 23:43:34,LPT-12316,EMP12316,Kaspersky,Browser hijack attempt,High,New,Alert generated from heuristic engine. Possible false positive.,D:\Projects\scripts\cleanup.ps1,chrome.exe,77a8cf800f06fc14e854b3da4250336ab60c31081b99ccf18b6355c6b8e7d33e,Unknown,Low,3,7.01
EPA00003843,Unknown,2026-08-08 00:00:00,VDR-10040,EMP10040,SYMANTEC,Malware detected,Low,In Progress,Multiple failed attempts to disable security agent.,C:\ProgramData\svc\agent.dll,msedge.exe,020d5ba58115eb93936d83becc3fb30cb6f8f0c657c113d27a60a2b19f66e2a9,Unknown,Low,1,62.99
EPA00004540,2026-08-05 13:54:51,Unknown,LPT-12462,EMP12462,McAfee,Trojan:Win32,Low,False Positive,Endpoint agent blocked execution. Review required.,C:\ProgramData\svc\agent.dll,cmd.exe,Unknown,unassigned,Critical,1,62.99
EPA00003786,2026-08-19 20:03:04,2026-08-21 21:03:04,VDR-11652,EMP11652,Defender,Browser hijack attempt,Critical,Unassigned,User reported machine slowdown after popup. AV alert generated.,C:\Windows\System32\drivers\etc\hosts,explorer.exe,14cad3dc2201eaece9b9ac4e8a5cfd071c4b8dd09e168d1c0a3d4c4b3e2b571a,unassigned,Medium,4,49.0
EPA00003033,2026-09-02 21:44:09,2026-09-06 18:44:09,Unknown,EMP12421,Kaspersky,MALWARE_DETECTED,Medium,New,Multiple failed attempts to disable security agent.,E:\Backup\data.rar,winword.exe,Unknown,unassigned,Medium,2,93.0
EPA00007959,2026-08-18 21:14:00,2026-08-20 20:14:00,LPT-11870,EMP11870,Defender,USB device blocked,Low,Resolved,Threat detected after file download from external website.,D:\Projects\scripts\cleanup.ps1,Unknown,Unknown,unassigned,Critical,1,47.0
EPA00002253,2026-09-08 14:35:16,2026-09-12 21:35:16,LPT-12681,EMP12681,Quick Heal,Phishing URL blocked,Medium,In Progress,Suspicious script execution observed. Logs attached.,C:\Users\user\AppData\Local\Temp\cache.bin,winword.exe,91ec35a587d80010467c0213aa50df6af3593983311b8a86a26b6ec650132b2a,soc.analyst2,Medium,2,103.0
EPA00006192,2026-08-15 18:42:30,2026-08-20 18:42:30,LPT-10327,EMP10327,Defender,USB device blocked,Low,New,Process attempted to access sensitive directory.,C:\Users\Public\Downloads\invoice.exe,powershell.exe,b785790d2329af83c6994f06e20e83a562d56e1497e192919da90932b29010c0,Unknown,Unknown,1,120.0
EPA00006281,Unknown,2026-09-09 00:00:00,VDR-10029,EMP10029,SYMANTEC,MALWARE_DETECTED,High,Unassigned,Alert generated from heuristic engine. Possible false positive.,C:\Windows\System32\drivers\etc\hosts,msedge.exe,aefdf19328ff464f786014d7d21349cf59a0f44467fd126960703a8620a4f764,Unknown,High,3,62.99
EPA00000258,2026-09-03 06:35:00,2026-09-05 00:00:00,VDR-12577,EMP12577,Defender,MALWARE_DETECTED,Low,In Progress,Multiple failed attempts to disable security agent.,Unknown,Unknown,b9ff46cb23f95fd7749baae285cff069a7503e51bd0c22865456cfd2c5513478,admin,High,1,41.42
EPA00004765,2026-08-14 14:24:54,2026-08-15 00:00:00,VDR-10700,EMP10700,SYMANTEC,Phishing URL blocked,Medium,Open,Multiple failed attempts to disable security agent.,E:\Backup\data.rar,excel.exe,3573f0b2c92dbf9a87b1796df4cc11b53b23957c5f7d54c32f993dfbce3e820a,unassigned,Low,2,9.59
EPA00003470,2026-09-05 23:54:09,Unknown,LPT-10490,EMP10490,SentinelOne,Malware detected,Medium,Open,Alert triggered by abnormal network connection.,C:\ProgramData\svc\agent.dll,powershell.exe,Unknown,Unknown,Medium,2,62.99
EPA00003750,2026-09-05 01:23:18,2026-09-07 16:23:00,LPT-10075,EMP10075,SentinelOne,Malware detected,Medium,Open,Threat detected after file download from external website.,C:\Users\user\AppData\Local\Temp\cache.bin,cmd.exe,2e8f66d304fe5d45e2e28d1f51753e8298049c19e06e9e2bad51c20b96224829,incident.team,Medium,2,63.0
EPA00005702,2026-09-08 00:00:00,2026-09-08 20:30:39,VDR-11412,EMP11412,Carbon Black,Suspicious PowerShell Execution,Critical,Closed,Alert triggered by abnormal network connection.,C:\Users\Public\Downloads\invoice.exe,excel.exe,243fb5429caf3ac84584450c42eeac93ba648a4ab231e1a6d06d8217df67206f,Unknown,Unknown,4,20.51
EPA00007285,2026-09-04 15:36:38,Unknown,VDR-12483,EMP12483,SYMANTEC,Malware detected,Critical,False Positive,Alert generated from heuristic engine. Possible false positive.,Unknown,python.exe,Unknown,Unknown,Low,4,62.99
EPA00002888,2026-08-02 19:07:30,2026-08-07 15:07:00,VDR-12384,EMP12384,Defender,Browser hijack attempt,High,False Positive,User reported machine slowdown after popup. AV alert generated.,E:\Backup\data.rar,msedge.exe,dd88f0ee88481e3bf23a6e28b6e95f5b1ef9577349fbabea203ce61595f3342d,unassigned,Unknown,3,115.99
EPA00003024,2026-08-27 21:49:18,2026-08-31 00:00:00,WS-10175,EMP10175,McAfee,Trojan:Win32,Medium,Closed,Multiple failed attempts to disable security agent.,E:\Backup\data.rar,Unknown,Unknown,Unknown,Critical,2,74.18
EPA00007638,2026-09-06 05:26:00,Unknown,VDR-11644,EMP11644,SentinelOne,Phishing URL blocked,Critical,New,Alert triggered by abnormal network connection.,C:\Windows\System32\drivers\etc\hosts,excel.exe,884437d06de37aaf6d92d3facba1a96a539c92de1df3b72bbe20afc66cadce51,soc.analyst2,Unknown,4,62.99
EPA00004382,2026-08-07 23:27:00,Unknown,VDR-11525,EMP11525,SYMANTEC,Trojan:Win32,Low,Closed,Endpoint protection detected suspicious activity on host.,C:\Users\user\AppData\Local\Temp\cache.bin,msedge.exe,27bfd1a514aa7d38891a204db75b8a91494c83d9f3cc0550112e2416152abb01,Unknown,Critical,1,62.99
EPA00006821,2026-08-25 05:20:11,Unknown,LPT-11762,EMP11762,Windows Defender,Unauthorized USB,Medium,New,Threat detected after file download from external website.,C:\Users\Public\Downloads\invoice.exe,cmd.exe,cf3096f84bc7fff6ffa9fc9d1b5ed603663476f0776e6e9c9138de11626a2c0a,soc.analyst2,Medium,2,62.99
EPA00002940,2026-08-02 09:40:23,Unknown,VDR-10662,EMP10662,SentinelOne,Browser hijack attempt,High,In Progress,Alert generated from heuristic engine. Possible false positive.,C:\Windows\System32\drivers\etc\hosts,chrome.exe,5de626e0682b763c2ba9ba6daa3f4f1eb13e4cc72684ddc3e50a169e3371c001,Unknown,High,3,62.99
EPA00000738,2026-08-25 23:40:29,2026-08-28 14:40:29,Unknown,EMP11241,Kaspersky,Phishing URL blocked,Critical,Open,User reported machine slowdown after popup. AV alert generated.,C:\Windows\System32\drivers\etc\hosts,chrome.exe,5830700193d27c44ad47f667abb5894c947eb6e28c3e2af948a4933bc6faa151,soc.analyst1,High,4,63.0
EPA00004937,2026-08-13 23:33:50,2026-08-17 14:33:50,VDR-10570,EMP10570,Quick Heal,ransomware_behavior,Medium,New,Suspicious script execution observed. Logs attached.,C:\Windows\Temp\update.tmp,explorer.exe,ec4a4c99f8b9f09f8ad4a06052da75ce8b5d9cfe8fff342d0384de4677667cf5,Unknown,Critical,2,87.0
EPA00001181,2026-08-03 11:48:18,2026-08-03 14:48:18,WS-10371,EMP10371,Carbon Black,suspicious_powershell,Medium,Open,Endpoint protection detected suspicious activity on host.,E:\Backup\data.rar,explorer.exe,6fa433f4727520415f27bf723b8642414b07d418ae7d42a7c119349363ebbe79,Unknown,Critical,2,3.0
EPA00001026,2026-08-10 20:01:55,2026-08-15 09:01:55,VDR-12225,EMP12225,Quick Heal,ransomware_behavior,Medium,Investigating,Multiple failed attempts to disable security agent.,C:\Users\user\AppData\Local\Temp\cache.bin,excel.exe,2eb80d2d5b980204cb3a0c92291c09a0689842aff489bc19858d82973a6c7f91,soc.analyst2,Low,2,109.0
EPA00000544,2026-08-15 05:52:00,2026-08-19 21:52:37,VDR-12330,EMP12330,Kaspersky,Browser hijack attempt,Medium,Resolved,Malicious file blocked. User notified. Need validation.,C:\Windows\Temp\update.tmp,powershell.exe,306628d45f3b469cefd5fff69a1538492c2319ef635b4b7f3368fb22c87a39fe,incident.team,Low,2,112.01
EPA00006093,2026-08-09 00:00:00,2026-08-11 01:42:00,WS-11233,EMP11233,SentinelOne,Unauthorized USB,High,New,Suspicious script execution observed. Logs attached.,C:\Windows\Temp\update.tmp,winword.exe,df7c75fdb6f59fdabdb097df338df2b6f81f6ca51128d09e041cc6c2a2369a3a,Unknown,Critical,3,49.7
EPA00002989,2026-08-11 09:12:47,2026-08-12 02:12:47,WS-12694,EMP12694,Quick Heal,Trojan:Win32,Low,Unassigned,Suspicious script execution observed. Logs attached.,D:\Projects\scripts\cleanup.ps1,unknown,a3edf1ae5abbf0a41a17578bf816ef6e109358a02ee50bd7fcdd7bf8b9491161,soc.analyst2,Medium,1,17.0
EPA00007363,2026-08-05 03:15:00,2026-08-05 15:15:17,VDR-12892,EMP12892,CrowdStrike,Malware detected,Low,Unassigned,User reported machine slowdown after popup. AV alert generated.,C:\Users\Public\Downloads\invoice.exe,chrome.exe,831dff97f839d3bde3639cb580cc95ed5e4f81c62aeb8a86b9e0434c74864885,soc.analyst2,Medium,1,12.0
EPA00001431,Unknown,2026-09-03 09:58:16,LPT-11341,EMP11341,CrowdStrike,Browser hijack attempt,Low,Open,Suspicious script execution observed. Logs attached.,C:\Windows\System32\drivers\etc\hosts,powershell.exe,3dd62bd4253260441196994d7f54fe164b67ae521feddaaf032667094af0a24b,Unknown,Critical,1,62.99
EPA00002264,Unknown,2026-08-24 00:00:00,LPT-11414,EMP11414,McAfee,suspicious_powershell,Low,In Progress,Multiple failed attempts to disable security agent.,D:\Projects\scripts\cleanup.ps1,Unknown,Unknown,unassigned,Low,1,62.99
EPA00002466,2026-08-13 02:49:00,Unknown,WS-10746,EMP10746,McAfee,suspicious_powershell,Medium,Open,Endpoint protection detected suspicious activity on host.,C:\Users\Public\Downloads\invoice.exe,python.exe,d162b892a1df55c40bf869be1d67fb62c048172de5ffbd8229968c2373716e95,unassigned,High,2,62.99
EPA00006555,2026-08-29 19:13:00,Unknown,WS-12561,EMP12561,Carbon Black,Phishing URL blocked,Low,New,Threat detected after file download from external website.,C:\Windows\Temp\update.tmp,msedge.exe,0be3e1320cfbeacc40ef056e8549e3e71f0540f6ac1f92b07ba1647af5c8afbf,admin,Low,1,62.99
EPA00001906,2026-08-10 18:44:06,2026-08-13 17:44:06,LPT-10199,EMP10199,SYMANTEC,Malware detected,Low,False Positive,User reported machine slowdown after popup. AV alert generated.,Unknown,powershell.exe,117de31295b262055bba602b9244d04c860c618dfbca0047476191da7dbb0190,admin,High,1,71.0
EPA00006801,2026-08-07 03:34:28,2026-08-08 10:34:00,WS-10045,EMP10045,SentinelOne,Suspicious PowerShell Execution,Medium,Unassigned,Process attempted to access sensitive directory.,C:\Windows\Temp\update.tmp,Unknown,Unknown,soc.analyst1,High,2,30.99
EPA00003143,2026-08-03 07:51:06,2026-08-03 02:51:06,Unknown,EMP11755,SentinelOne,Keylogger suspected,Medium,Open,Endpoint protection detected suspicious activity on host.,C:\Users\user\AppData\Local\Temp\cache.bin,excel.exe,e540d58be1cc8042162ca9b597576ddd5b8b782dc3ffc53e8aebb806183b0f86,Unknown,Unknown,2,62.99
EPA00001966,2026-08-05 08:26:09,Unknown,WS-11845,EMP11845,Quick Heal,Credential dumping attempt,Low,In Progress,Process attempted to access sensitive directory.,C:\Users\user\AppData\Local\Temp\cache.bin,chrome.exe,5a80309dacb16a57844d5c264c7a80fd657dcdfb50c758de04a70aa1955de724,Unknown,Critical,1,62.99
EPA00001303,2026-08-05 09:36:44,2026-08-03 13:36:44,LPT-10290,EMP10290,Kaspersky,Lateral movement detected,Low,In Progress,Multiple failed attempts to disable security agent.,C:\Windows\Temp\update.tmp,Unknown,f16472ee3be49215007485af4e2abf9f20e13a1bc050ba53e4b8fe1aa2154338,soc.analyst1,Critical,1,62.99
EPA00000801,2026-08-16 00:25:26,2026-08-18 02:25:26,WS-12361,EMP12361,McAfee,suspicious_powershell,Critical,New,Multiple failed attempts to disable security agent.,C:\Windows\Temp\update.tmp,explorer.exe,Unknown,Unknown,High,4,50.0
